equation,term,estimate,se
header_density_diff,const,0.0009408206129880489,0.02382417798792559
header_density_diff,log_token_ratio,0.1505068615448638,0.004666506702977565
header_density_diff,log_user_tokens,-0.0008393937250626417,0.0033111191163214325
header_density_diff,cw,-0.009102547764627473,0.011082951070014273
header_density_diff,if,-0.0014863970312200625,0.011279202934538154
header_density_diff,math,0.006743972732019364,0.01337604261846042
header_density_diff,code,-0.006818748394175703,0.00920605169942508
header_density_diff,complexity,-0.0026623043210717585,0.008327710697109756
header_density_diff,creativity,-0.0090863136632336,0.008373510433657413
header_density_diff,domain_knowledge,0.006944308404388427,0.009351396433503693
header_density_diff,problem_solving,0.01739071579137443,0.008969096717394478
header_density_diff,real_world,0.010601531478292403,0.008764870916560018
header_density_diff,specificity,-0.01068278552209146,0.009155772236864585
header_density_diff,technical_accuracy,0.013808459629269213,0.008956146516373796
header_density_diff,language_ar,-0.03661846125230832,0.04995397550472248
header_density_diff,language_bn,0.020127873742013688,0.056376679996244225
header_density_diff,language_cs,-0.04654491705040786,0.042169964053522635
header_density_diff,language_de,-0.028701937666664852,0.026219555530422912
header_density_diff,language_en,-0.014301128267247871,0.021734022501436582
header_density_diff,language_es,0.0007102404348326749,0.03559725646681433
header_density_diff,language_fa,-0.035903092697538844,0.027747360005588317
header_density_diff,language_fr,-0.007607253242841228,0.03093894591199667
header_density_diff,language_id,0.04412347272718296,0.06874251811909407
header_density_diff,language_it,0.0398368643590825,0.0385034748801163
header_density_diff,language_ja,-0.023595334508454118,0.02636996223453102
header_density_diff,language_ko,-0.014872105218470624,0.026753569106994887
header_density_diff,language_pl,-0.013923638379169653,0.022607989521535244
header_density_diff,language_pt,-0.01958014910036068,0.03333881846997569
header_density_diff,language_ru,-0.006481489216959015,0.02315840512587622
header_density_diff,language_tr,-0.007486366397447821,0.04017746768914024
header_density_diff,language_uk,0.00115904530230936,0.045975561691793995
header_density_diff,language_und,-0.01958253822536912,0.02320927420531933
header_density_diff,language_vi,-0.012497150197223748,0.045628907738883985
header_density_diff,language_zh,-0.02486626329079483,0.024397372170248212
header_density_diff,language_zh-Hant,-0.033283454023476176,0.03534975725742258
header_density_diff,model:amazon.nova-pro-v1:0,0.26183122130651304,0.025580785743532255
header_density_diff,model:chatgpt-4o-latest-20250326,0.5170216942791415,0.024320406895046255
header_density_diff,model:claude-3-5-haiku-20241022,-0.2317605556450386,0.026539266517992405
header_density_diff,model:claude-3-5-sonnet-20241022,-0.35241578037723026,0.023014095464336696
header_density_diff,model:claude-3-7-sonnet-20250219,-0.19139658788900749,0.024432309943315928
header_density_diff,model:claude-3-7-sonnet-20250219-thinking-32k,-0.17692304990272326,0.02445616164433965
header_density_diff,model:claude-opus-4-20250514,-0.3312439151205324,0.0211539545851799
header_density_diff,model:claude-opus-4-20250514-thinking-16k,-0.3099461334738209,0.022944187119854496
header_density_diff,model:claude-sonnet-4-20250514,-0.3548916707730587,0.02171023581911275
header_density_diff,model:claude-sonnet-4-20250514-thinking-32k,-0.312466929587304,0.022624976686279955
header_density_diff,model:command-a-03-2025,0.08894332692099298,0.02333569977402124
header_density_diff,model:deepseek-r1-0528,-0.13416560303978972,0.023267892803165463
header_density_diff,model:deepseek-v3-0324,0.5337043302685772,0.024817355853594805
header_density_diff,model:gemini-2.0-flash-001,-0.5881332327580644,0.023141394614007375
header_density_diff,model:gemini-2.0-flash-thinking-exp-01-21,-0.6412320311706644,0.05932020430895996
header_density_diff,model:gemini-2.5-flash,-0.4865791243363122,0.02044547036084342
header_density_diff,model:gemini-2.5-flash-lite-preview-06-17-thinking,-0.5571076747659053,0.02202590287598747
header_density_diff,model:gemini-2.5-flash-preview-04-17,-0.5928141474234262,0.0227646335915541
header_density_diff,model:gemini-2.5-pro,-0.056718358512599515,0.020913842875482196
header_density_diff,model:gemini-2.5-pro-preview-03-25,-0.5390661788885933,0.03431099305621693
header_density_diff,model:gemini-2.5-pro-preview-05-06,-0.6160018996625674,0.02465059634475764
header_density_diff,model:gemma-3-27b-it,-0.6066959091248199,0.02122077650502061
header_density_diff,model:gemma-3n-e4b-it,-0.5418215372993519,0.028090403798150972
header_density_diff,model:gpt-4.1-2025-04-14,0.4804780721740459,0.025788138894716595
header_density_diff,model:gpt-4.1-mini-2025-04-14,0.20814430755694605,0.024935167446486408
header_density_diff,model:gpt-4o-2024-11-20,0.11093001525014366,0.05205424936402046
header_density_diff,model:gpt-4o-mini-2024-07-18,0.0513901357170126,0.054786072286751454
header_density_diff,model:grok-3-mini-beta,-0.17603093524472788,0.021869634514151925
header_density_diff,model:grok-3-mini-high,-0.21427126553115824,0.025388763470318085
header_density_diff,model:grok-3-preview-02-24,0.06654033659051185,0.02224498066270924
header_density_diff,model:grok-4-0709,-0.14956506508248962,0.030172991790654396
header_density_diff,model:hunyuan-turbos-20250416,0.41209028333368525,0.03836529139454516
header_density_diff,model:kimi-k2-0711-preview,0.22405947222413844,0.03272404745875985
header_density_diff,model:llama-3.3-70b-instruct,-0.4118322561860489,0.023789262932904287
header_density_diff,model:llama-4-maverick-03-26-experimental,-0.6142416215812613,0.023272098352502744
header_density_diff,model:llama-4-maverick-17b-128e-instruct,-0.23022174617193988,0.02544966676483588
header_density_diff,model:llama-4-scout-17b-16e-instruct,-0.30154064502612754,0.02860535369790226
header_density_diff,model:magistral-medium-2506,-0.3189494245165765,0.028277556958248455
header_density_diff,model:minimax-m1,0.306843204411891,0.024676400688571014
header_density_diff,model:mistral-medium-2505,0.5011674113133808,0.02285302649708428
header_density_diff,model:mistral-small-2506,0.5289367822168412,0.032371207053040106
header_density_diff,model:mistral-small-3.1-24b-instruct-2503,0.0029695559342746997,0.028981397751250287
header_density_diff,model:o3-2025-04-16,-0.22659055341772494,0.021370598336572812
header_density_diff,model:o3-mini,-0.27794721480050993,0.022017532389601087
header_density_diff,model:o4-mini-2025-04-16,-0.1572742825144349,0.023151757826819754
header_density_diff,model:qwen-max-2025-01-25,0.38903494175304587,0.026280051033271856
header_density_diff,model:qwen3-235b-a22b,0.33970476059652044,0.024352942306547002
header_density_diff,model:qwen3-235b-a22b-instruct-2507,0.31052124752658355,0.052751292442245926
header_density_diff,model:qwen3-235b-a22b-no-thinking,0.6288719109523903,0.023059696201563246
header_density_diff,model:qwen3-30b-a3b,0.3456835626246444,0.02349196359781328
header_density_diff,model:qwq-32b,0.36595374938893854,0.02632505900309217
list_density_diff,const,-0.001980438605775889,0.027237570004626913
list_density_diff,log_token_ratio,0.14156022179976427,0.005635450715046767
list_density_diff,log_user_tokens,-0.0028811067006015286,0.00352928624324854
list_density_diff,cw,0.010209771713733096,0.012334016134088745
list_density_diff,if,0.002848837886136887,0.011386479655543721
list_density_diff,math,-0.024638233842246646,0.013695978076827632
list_density_diff,code,-0.01164842846470092,0.009513596734150516
list_density_diff,complexity,0.0018831048642702446,0.009236351367170558
list_density_diff,creativity,-0.012714237970010773,0.008852584751541666
list_density_diff,domain_knowledge,-0.005205386382044834,0.011041999382471832
list_density_diff,problem_solving,0.0033507418891068727,0.010161964173880244
list_density_diff,real_world,-0.008263664840058468,0.00966035952697972
list_density_diff,specificity,0.02619983892711986,0.010684886604341165
list_density_diff,technical_accuracy,0.011638236049304876,0.010307867366806103
list_density_diff,language_ar,0.07525304245860748,0.055946026494122045
list_density_diff,language_bn,0.019552551756163373,0.06038659241016978
list_density_diff,language_cs,-0.04600266948132622,0.04666988113035433
list_density_diff,language_de,0.018860397623139354,0.029156315644115093
list_density_diff,language_en,0.007030597535496214,0.024809927960807505
list_density_diff,language_es,-0.011835829696613995,0.03889632154737034
list_density_diff,language_fa,-0.02229803115181421,0.03170616576884657
list_density_diff,language_fr,0.020868151382348783,0.03389489338929166
list_density_diff,language_id,0.1508211593753304,0.08282074106553575
list_density_diff,language_it,-0.028955110147103443,0.04338272956908935
list_density_diff,language_ja,0.01136890863770847,0.029042230766555294
list_density_diff,language_ko,0.004475729669991274,0.029001553030308304
list_density_diff,language_pl,0.006504500901537178,0.025617273580425152
list_density_diff,language_pt,-0.004572238413647979,0.037168548099941044
list_density_diff,language_ru,-0.005136899755322422,0.02597492033988127
list_density_diff,language_tr,0.02350150622655805,0.05214241482965616
list_density_diff,language_uk,0.05418123998203447,0.04642360510688445
list_density_diff,language_und,0.018279829636019616,0.02638925515917751
list_density_diff,language_vi,-0.015445310669406584,0.04119728906100098
list_density_diff,language_zh,0.006050197989855506,0.02684923694747021
list_density_diff,language_zh-Hant,0.0020969772681181833,0.03898639799418305
list_density_diff,model:amazon.nova-pro-v1:0,0.008332349861538368,0.029098196944224827
list_density_diff,model:chatgpt-4o-latest-20250326,-0.20851894344335095,0.02712999218038542
list_density_diff,model:claude-3-5-haiku-20241022,0.7112334285404097,0.03512814521814263
list_density_diff,model:claude-3-5-sonnet-20241022,0.6273596588470414,0.03479786649012998
list_density_diff,model:claude-3-7-sonnet-20250219,-0.47622067637417825,0.029667801929866237
list_density_diff,model:claude-3-7-sonnet-20250219-thinking-32k,-0.4605893545810539,0.02962940051531226
list_density_diff,model:claude-opus-4-20250514,-0.45171515117307737,0.02764356837264067
list_density_diff,model:claude-opus-4-20250514-thinking-16k,-0.3632885746965408,0.030043293807085814
list_density_diff,model:claude-sonnet-4-20250514,-0.6067524240078661,0.02802976428450755
list_density_diff,model:claude-sonnet-4-20250514-thinking-32k,-0.49320379412124615,0.03032362033683439
list_density_diff,model:command-a-03-2025,-0.20648956169029967,0.026753992236754034
list_density_diff,model:deepseek-r1-0528,-0.13148415418922182,0.027289590238873892
list_density_diff,model:deepseek-v3-0324,-0.026247780113377694,0.027873701547345687
list_density_diff,model:gemini-2.0-flash-001,-0.2832023148096683,0.028585684894095697
list_density_diff,model:gemini-2.0-flash-thinking-exp-01-21,-0.42079936925250644,0.06736835855162333
list_density_diff,model:gemini-2.5-flash,-0.335864789965055,0.025814569801335608
list_density_diff,model:gemini-2.5-flash-lite-preview-06-17-thinking,-0.3609585324139415,0.027174403511134468
list_density_diff,model:gemini-2.5-flash-preview-04-17,-0.4366334851473318,0.028507183793972962
list_density_diff,model:gemini-2.5-pro,-0.5394929178333111,0.025877900132035225
list_density_diff,model:gemini-2.5-pro-preview-03-25,-0.3770741963401743,0.04082844654340061
